sentence,category,RequisitionID,JobTitle
"+ The highest sense of urgency, focus, and flexibility",Requirements,R-28942,ENGINEER (all other)
+ Ensure service levels for customers are met and exceeded - find opportunities for improvements and implement these as needed.,Requirements,R-28942,ENGINEER (all other)
+ Willingness to travel and work flexible hours,Requirements,R-28942,ENGINEER (all other)
+ Strong verbal and written communication skills,Requirements,R-28942,ENGINEER (all other)
"+ Ability to convey ideas, problems, and resolution options to diverse audiences",Requirements,R-28942,ENGINEER (all other)
+ Ability to partner and work effectively with audiences across all levels of the organization,Requirements,R-28942,ENGINEER (all other)
"+ Capacity to maintain confidentiality without exception, demonstrating outstanding discretion and judgment",Requirements,R-28942,ENGINEER (all other)
Primary Job Duties & Responsibilities:,Description,R-28942,ENGINEER (all other)
"+ Provide extraordinary IT support to senior executives, including customers at the C level",Description,R-28942,ENGINEER (all other)
"+ Strive to resolve all executive employee support interactions on first touch, whenever possible, while proactively and conscientiously balancing competing demands in a fast-paced environment",Description,R-28942,ENGINEER (all other)
"+ Receive and respond to incoming calls, pages, and/or emails with immediacy",Description,R-28942,ENGINEER (all other)
+ Consistently meet and/or exceed SLA expectations and deliverables,Description,R-28942,ENGINEER (all other)
"+ Install, configure, test, maintain, monitor, and troubleshoot end-user workstations, related hardware, and software",Description,R-28942,ENGINEER (all other)
"+ Responsible for understanding the local office environment, technology-specific uniqueness, and acting as a trusted advisor to the end-user community on their computing experience",Description,R-28942,ENGINEER (all other)
"+ In alignment with the broader Infrastructure & Cloud Services strategy, research and evaluate new technologies and service delivery models that continue to improve the customer experience",Description,R-28942,ENGINEER (all other)
+ Facilitates the coordination of resolutions of complex topics.,Description,R-28942,ENGINEER (all other)
+ May interact with vendors and handle escalations.,Description,R-28942,ENGINEER (all other)
+ Other duties as assigned,Description,R-28942,ENGINEER (all other)
Minimum Qualifications:,Requirements,R-28942,ENGINEER (all other)
+ Minimum of 5 years of progressive work experience in the technology space,Requirements,R-28942,ENGINEER (all other)
"Education, Work Experience, & Knowledge:",Requirements,R-28942,ENGINEER (all other)
+ Bachelor's degree in Computer Science and/or 7 years of technical support required,Requirements,R-28942,ENGINEER (all other)
"+ Ability to maintain the confidentiality of sensitive/proprietary information and documentation, demonstrating outstanding discretion and judgment",Requirements,R-28942,ENGINEER (all other)
"+ Outstanding decision-making, problem-solving, organization, prioritization, teambuilding, conflict management and time management skills",Requirements,R-28942,ENGINEER (all other)
Job Specific Technical Skills & Competencies:,Requirements,R-28942,ENGINEER (all other)
"+ Subject matter expert with strong working knowledge of: Windows operating systems, Microsoft 365, Skype for Business, Teams, Cisco VPN, iOS, Android, Polycom, Zoom, audio/video broadcasting, hardware, telephony, etc.",Requirements,R-28942,ENGINEER (all other)
+ Demonstrates a thorough understanding of cyber security and networking best practices and protocols,Requirements,R-28942,ENGINEER (all other)
"+ Possesses strong analytical skills in order to effectively influence recommendations and decision-making, assess impacts, compare solutions, problem solve, and achieve business and/or technical objectives",Requirements,R-28942,ENGINEER (all other)
"+ Excellent verbal and written communication skills to technical and non-technical audiences of various levels in the organization, e.g., executive, management, individual contributors",Requirements,R-28942,ENGINEER (all other)
+ Able to actively engage with customers and business partners to solve problems and ensures products and services are utilized effectively and efficiently,Requirements,R-28942,ENGINEER (all other)
+ Flexible and adaptable to rapidly changing priorities,Requirements,R-28942,ENGINEER (all other)
"+ Acts as a change agent by building and welcoming innovative ideas and driving continuous improvement, process improvement, and service optimization",Requirements,R-28942,ENGINEER (all other)
Communication skills:,Requirements,R-28942,ENGINEER (all other)
"+ Excellent verbal and written communication skills to technical and non-technical audiences of various levels in the organization, e.g., executive, management, individual contributors",Requirements,R-28942,ENGINEER (all other)
Business knowledge and partnership:,Requirements,R-28942,ENGINEER (all other)
+ Able to demonstrate solid understanding of business and financial acumen.,Requirements,R-28942,ENGINEER (all other)
+ Able to actively engage with customers and business partners to solve problems and ensures products and services are utilized effectively and efficiently.,Requirements,R-28942,ENGINEER (all other)
Team Orientation:,Requirements,R-28942,ENGINEER (all other)
"+ As a change agent, builds and welcomes innovative ideas and drives continual improvement, process improvement, and service optimization.",Requirements,R-28942,ENGINEER (all other)
+ Able to build effective partnerships across the organization,Requirements,R-28942,ENGINEER (all other)
+ Able to balance team and individual responsibilities.,Requirements,R-28942,ENGINEER (all other)
+ Able to exhibit objectivity and openness to other views,Requirements,R-28942,ENGINEER (all other)
+ Gives and welcomes feedback.,Requirements,R-28942,ENGINEER (all other)
+ Able to put success of organization and team above own interest,Requirements,R-28942,ENGINEER (all other)
Environmental / Work Schedules / Other:,Requirements,R-28942,ENGINEER (all other)
"+ Must be willing to maintain a flexible work schedule, including occasional after hours and weekend shifts",Requirements,R-28942,ENGINEER (all other)
+ Must be able to travel as needed in support of Investment group,Requirements,R-28942,ENGINEER (all other)
+ Operates standard office equipment (continuously),Requirements,R-28942,ENGINEER (all other)
+ Sitting (can stand at will) (continuously) Standing (occasionally),Requirements,R-28942,ENGINEER (all other)
"+ Use of keyboards, sporadic 10-key (continuously)",Requirements,R-28942,ENGINEER (all other)
Employment Practices Travelers is an equal opportunity employer.,Legal,R-28942,ENGINEER (all other)
We believe that we can deliver the very best products and services when our workforce reflects the diverse customers and communities we serve.,Legal,R-28942,ENGINEER (all other)
"We are committed to recruiting, retaining and developing the diverse talent of all of our employees and fostering an inclusive workplace, where we celebrate differences, promote belonging, and work together to deliver extraordinary results.",Legal,R-28942,ENGINEER (all other)
"If you are a candidate and have specific questions regarding the physical requirements of this role, please send us an email (4-ESU@travelers.com) so we may assist you.",Legal,R-28942,ENGINEER (all other)
Travelers reserves the right to fill this position at a level above or below the level included in this posting.,Legal,R-28942,ENGINEER (all other)
To learn more about our comprehensive benefit programs please visit http://careers.travelers.com/life-at-travelers/benefits/ .,Legal,R-28942,ENGINEER (all other)
"Design Verification Engineer Santa Clara Valley (Cupertino),California,United States",Description,200456763,ENGINEER (all other)
"Hardware + Deep knowledge of SystemVerilog and UVM + Deep knowledge in developing scalable and portable test-benches + Proven experience with verification methodologies and tools such as simulators, waveform viewers",Requirements,200456763,ENGINEER (all other)
"Build and run automation, coverage collection, gate level simulations",Description,200456763,ENGINEER (all other)
"Some UVM knowledge, C/C++ level knowledge",Requirements,200456763,ENGINEER (all other)
"Deep experience with serial protocols such as PCIe or USB, parallel protocol such as DDR",Requirements,200456763,ENGINEER (all other)
Basic knowledge of formal verification methodology,Requirements,200456763,ENGINEER (all other)
Some experience with power-aware (UPF) or similar verification methodology,Requirements,200456763,ENGINEER (all other)
"Knowledge of one of the scripting languages such as Python, Perl, TCL",Requirements,200456763,ENGINEER (all other)
"In this role, you will be responsible for ensuring bug-free first silicon for part of the SoC / IP and are encouraged to develop detailed test and coverage plans based on the micro-architecture",Description,200456763,ENGINEER (all other)
"You are responsible for developing verification methodology suitable for the IP, ensuring a scalable and portable environment.",Description,200456763,ENGINEER (all other)
"You will get to develop verification environment, including all the respective components such as stimulus, checkers, assertions, trackers, coverage.",Description,200456763,ENGINEER (all other)
"Furthermore, you will learn to develop verification plans for all features under your care, execute verification plans, including design bring-up, DV environment bring-up, regression enabling all features under your care, and debug of the test failures.",Description,200456763,ENGINEER (all other)
"You will also learn to develop block, IP and SoC level test-benches track and report DV progress using a variety of metrics, including bugs and coverage.",Description,200456763,ENGINEER (all other)
Prefers Bachelor of Science degree with meaningful experience or internships,Requirements,200456763,ENGINEER (all other)
Apple is an Equal Opportunity Employer that is committed to inclusion and diversity.,Legal,200456763,ENGINEER (all other)
"We also take affirmative action to offer employment and advancement opportunities to all applicants, including minorities, women, protected veterans, and individuals with disabilities.",Legal,200456763,ENGINEER (all other)
"Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants.",Legal,200456763,ENGINEER (all other)
"Additional Requirements Pay & Benefits + At Apple, base pay is one part of our total compensation package and is determined within a range.",Marketing,200456763,ENGINEER (all other)
This provides the opportunity to progress as you grow and develop within a role.,Marketing,200456763,ENGINEER (all other)
"The base pay range for this role is between $50.72 and $76.44/hr, and your base pay will depend on your skills, qualifications, experience, and location.",Marketing,200456763,ENGINEER (all other)
Apple employees also have the opportunity to become an Apple shareholder through participation in Apple's discretionary employee stock programs.,Marketing,200456763,ENGINEER (all other)
"Apple employees are eligible for discretionary restricted stock unit awards, and can purchase Apple stock at a discount if voluntarily participating in Apple's Employee Stock Purchase Plan.",Marketing,200456763,ENGINEER (all other)
"You'll also receive benefits including: Comprehensive medical and dental coverage, retirement benefits, a range of discounted products and free services, and for formal education related to advancing your career at Apple, reimbursement for certain educational expenses - including tuition.",Marketing,200456763,ENGINEER (all other)
"Additionally, this role might be eligible for discretionary bonuses or commission payments as well as relocation.",Marketing,200456763,ENGINEER (all other)
Learn more (https://www.apple.com/careers/us/benefits.html) about Apple Benefits.,Marketing,200456763,ENGINEER (all other)
"Note: Apple benefit, compensation and employee stock programs are subject to eligibility requirements and other terms of the applicable plan or program.",Legal,200456763,ENGINEER (all other)
Apple is an equal opportunity employer that is committed to inclusion and diversity.,Legal,200456763,ENGINEER (all other)
"We take affirmative action to ensure equal opportunity for all applicants without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, Veteran status, or other legally protected characteristics.",Legal,200456763,ENGINEER (all other)
Learn more about your EEO rights as an applicant (Opens in a new window).,Legal,200456763,ENGINEER (all other)
"Apple will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants.",Legal,200456763,ENGINEER (all other)
United States Department of Labor.,Legal,200456763,ENGINEER (all other)
Learn more (Opens in a new window).,Legal,200456763,ENGINEER (all other)
Apple will consider for employment all qualified applicants with criminal histories in a manner consistent with applicable law.,Legal,200456763,ENGINEER (all other)
"If you're applying for a position in San Francisco, review the San Francisco Fair Chance Ordinance guidelines (opens in a new window) applicable in your area.",Legal,200456763,ENGINEER (all other)
Apple participates in the E-Verify program in certain locations as required by law.,Legal,200456763,ENGINEER (all other)
Learn more about the E-Verify program (Opens in a new window).,Legal,200456763,ENGINEER (all other)
Apple is committed to working with and providing reasonable accommodation to applicants with physical and mental disabilities.,Legal,200456763,ENGINEER (all other)
Apple is a drug-free workplace.,Legal,200456763,ENGINEER (all other)
Reasonable Accommodation and Drug Free Workplace policy Learn more (Opens in a new window).,Legal,200456763,ENGINEER (all other)
Date Posted: 2023-06-20,Description,01633004,ENGINEER (all other)
Country: United States of America,Description,01633004,ENGINEER (all other)
"Location: 01: Building 01 Windsor Locks One Hamilton Road, Windsor Locks, CT, 06096 USA",Description,01633004,ENGINEER (all other)
Position Role Type: Hybrid,Description,01633004,ENGINEER (all other)
Do you want to be a part of something bigger?,Marketing,01633004,ENGINEER (all other)
"A team whose impact stretches across the world, and even beyond?",Marketing,01633004,ENGINEER (all other)
"At Collins Aerospace, our Mission Systems team helps civilian, military and government customers complete their most complex missions - whatever and wherever they may be.",Marketing,01633004,ENGINEER (all other)
"Our customers depend on us for intelligent and secure communications, missionized systems for specialized aircraft and spacecraft and collaborative space solutions.",Marketing,01633004,ENGINEER (all other)
"By joining our team, you'll have your own critical part to play in ensuring our customer succeeds today while anticipating their needs for tomorrow.",Marketing,01633004,ENGINEER (all other)
Are you up for the challenge?,Marketing,01633004,ENGINEER (all other)
Join our mission today.,Marketing,01633004,ENGINEER (all other)
Program Chief Engineer - Commercial LEO Programs (Onsite),Description,01633004,ENGINEER (all other)
"Location: Houston, TX OR Windsor Locks, CT",Description,01633004,ENGINEER (all other)
Collins Aerospace Systems is one of the world's largest suppliers of technologically advanced aerospace and defense products.,Marketing,01633004,ENGINEER (all other)
"Space, Sensing, Controls is a business unit within Collins and our products reside in deep space, low earth orbit, undersea and on the ground.",Description,01633004,ENGINEER (all other)
We are also a major supplier to international space programs.,Description,01633004,ENGINEER (all other)
"The Space, Sensing, Controls business has contributed to significant advances in ground, air, space and imaging technology for over 85 years.",Marketing,01633004,ENGINEER (all other)
"Within Space, Sensing & Control we design and manufacture Environmental Control and Life Support Systems on the International Space Station, including the space suit, undersea in submarines and multiple programs supporting the NASA's Artemis Program, which will establish a sustainable presence on the Moon to prepare for missions to Mars.",Description,01633004,ENGINEER (all other)
Collins is seeking a Program Chief Engineer for its Commercial Low Earth Orbit Destinations Programs (CLD).,Description,01633004,ENGINEER (all other)
The CLD Chief Engineer will be the focal point for the development and deployment of the next generation of Collins products for Space Travel and Tourism serving the Commercial Space Markets.,Description,01633004,ENGINEER (all other)
"The Chief Engineer takes direction from the LEO Value Steam Chief Engineer, and provides oversight and direction to commercial space programs and directs cross functional Integrated Product Teams (IPTs) tasked to design, develop, procure, assemble, and test LEO-CLD Hardware within the approved budget and schedule.",Description,01633004,ENGINEER (all other)
The Chief Engineer plays a critical role in being the technical focal to the customer and driving project execution while meeting both internal and external customer expectations.,Description,01633004,ENGINEER (all other)
"Key to the role is a regular review cadence of Team progress, actions, risks, budgets, schedules, and issues.",Description,01633004,ENGINEER (all other)
The successful candidate will be able to recognize when the Team needs assistance and invoke timely escalation of problems for assistance and solicit subject matter experts to rapidly resolve problems as they arise.,Requirements,01633004,ENGINEER (all other)
The candidate will drive the execution of all engineering responsibilities on the program while meeting both internal and external customer expectations.,Description,01633004,ENGINEER (all other)
"Direct communication with the program will be required - including daily tag-ups, weekly meetings, and quarterly meetings.",Description,01633004,ENGINEER (all other)
Primary Responsibilities:,Description,01633004,ENGINEER (all other)
"+ As the Chief Engineer, you will be accountable for the cost, schedule, and technical performance of the programs assigned to you.",Description,01633004,ENGINEER (all other)
+ Acts as primary technical interface to program management and the customer,Description,01633004,ENGINEER (all other)
+ Provides technical direction to overall assigned LEO programs,Description,01633004,ENGINEER (all other)
+ Continually matures Development Plan throughout life cycle,Description,01633004,ENGINEER (all other)
"+ Plans engineering resources in support of scope, schedule, and budget",Description,01633004,ENGINEER (all other)
+ Plans Design Reviews in alignment with approved project plans and risk mitigation burn-down,Description,01633004,ENGINEER (all other)
+ Drives the technical plan to meet baseline cost and schedule targets,Description,01633004,ENGINEER (all other)
"+ Analyze, identify, and address execution problems, recommend and implement resolutions to ensure the successful completion of project(s)",Description,01633004,ENGINEER (all other)
+ Support root cause investigations and corrective actions for field and production issues,Description,01633004,ENGINEER (all other)
+ Develop bids based on proposal requests,Description,01633004,ENGINEER (all other)
+ Participate in continuous improvement efforts,Description,01633004,ENGINEER (all other)
+ Identifies and Defines Technical Risk & Opportunity,Description,01633004,ENGINEER (all other)
"+ Compiles, presents, and communicates overall engineering program metrics",Description,01633004,ENGINEER (all other)
+ Meets the design to cost (DTC) goals,Description,01633004,ENGINEER (all other)
"+ Executes assigned design and development scope, including requirements, design, implementation, verification, and validation",Description,01633004,ENGINEER (all other)
Basic Qualifications:,Requirements,01633004,ENGINEER (all other)
"+ Bachelor's degree (typically in Science, Technology, Engineering or Mathematics (STEM)) and a minimum of 10 years of prior relevant experience unless prohibited by local laws/regulations OR Advanced Degree in a related field and minimum 7 years experience OR In absence of a degree, 14 years of relevant experience is required",Requirements,01633004,ENGINEER (all other)
+ Must be a U.S. Citizen,Requirements,01633004,ENGINEER (all other)
Preferred Qualifications:,Requirements,01633004,ENGINEER (all other)
"+ BA/BS in Mechanical, Electrical or Chemical Engineering degree w/10 + years of experience",Requirements,01633004,ENGINEER (all other)
"+ MA/MS in Mechanical, Electrical Engineering or Chemical Engineer or MBA degree w/ 7 + years of experience /qualifications",Requirements,01633004,ENGINEER (all other)
+ Prior experience in related Engineering discipline(s).,Requirements,01633004,ENGINEER (all other)
+ Experience with electromechanical hardware,Requirements,01633004,ENGINEER (all other)
+ Experience in design and qualification of Environmental Life Support Systems (ECLSS) and Active Thermal Control Systems (ATCS) is a plus,Requirements,01633004,ENGINEER (all other)
"+ Exceptional organizational, analytical, written and verbal communication skills",Requirements,01633004,ENGINEER (all other)
+ Ability to multi-task and prioritize both daily issues and strategize longer term projects,Requirements,01633004,ENGINEER (all other)
"+ Superior interpersonal and influencing skills, including coaching and mentoring of other engineering staff",Requirements,01633004,ENGINEER (all other)
"+ Strong computer skills, MS Office, PLM Windchill, SAP",Requirements,01633004,ENGINEER (all other)
+ Natural presence/comfortable presenting to internal and external customers,Requirements,01633004,ENGINEER (all other)
+ Ability to bring team members together and work problems to resolution,Requirements,01633004,ENGINEER (all other)
Diversity drives innovation; inclusion drives success.,Marketing,01633004,ENGINEER (all other)
"We believe a multitude of approaches and ideas enable us to deliver the best results for our workforce, workplace, and customers.",Marketing,01633004,ENGINEER (all other)
We are committed to fostering a culture where all employees can share their passions and ideas so we can tackle the toughest challenges in our industry and pave new paths to limitless possibility.,Marketing,01633004,ENGINEER (all other)
Some of our competitive benefits package includes:,Marketing,01633004,ENGINEER (all other)
"+ Medical, dental, and vision insurance",Marketing,01633004,ENGINEER (all other)
+ Three weeks of vacation for newly hired employees,Marketing,01633004,ENGINEER (all other)
"+ Generous 401(k) plan that includes employer matching funds and separate employer retirement contribution, including a Lifetime Income Strategy option",Marketing,01633004,ENGINEER (all other)
+ Tuition reimbursement,Marketing,01633004,ENGINEER (all other)
+ Life insurance and disability coverage,Marketing,01633004,ENGINEER (all other)
"+ Optional coverages you can buy: Pet Insurance, Home and Auto, additional life insurance, accident insurance, critical illness insurance, group legal",Marketing,01633004,ENGINEER (all other)
"+ Ovia Health, fertility and family planning",Marketing,01633004,ENGINEER (all other)
"+ Employee Assistance Plan, including up to 5 free counseling sessions",Marketing,01633004,ENGINEER (all other)
+ Redbrick - Incentives for a Healthy You,Marketing,01633004,ENGINEER (all other)
+ Autism Benefit,Marketing,01633004,ENGINEER (all other)
"+ Doctor on Demand, virtual doctor visits",Marketing,01633004,ENGINEER (all other)
+ Adoption Assistance,Marketing,01633004,ENGINEER (all other)
"+ Best Doctors, second opinion program",Marketing,01633004,ENGINEER (all other)
+ And more!,Marketing,01633004,ENGINEER (all other)
Nothing matters more to Collins Aerospace than our strong ethical and safety commitments.,Legal,01633004,ENGINEER (all other)
"As such, all U.S. positions require a background check, which may include a drug screen.",Legal,01633004,ENGINEER (all other)
"At Collins, the paths we pave together lead to limitless possibility.",Marketing,01633004,ENGINEER (all other)
"And the bonds we form - with our customers and with each other -- propel us all higher, again and again.",Marketing,01633004,ENGINEER (all other)
"Apply now and be part of the team that's redefining aerospace, every day.",Marketing,01633004,ENGINEER (all other)
Raytheon Technologies is An Equal Opportunity/Affirmative Action Employer.,Legal,01633004,ENGINEER (all other)
"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status, age or any other federally protected class.",Legal,01633004,ENGINEER (all other)
Privacy Policy and Terms: Click on this link (http://www.rtx.com/privacy/Job-Applicant-Privacy-Notice) to read the Policy and Terms,Legal,01633004,ENGINEER (all other)
Raytheon Technologies is An Equal Opportunity/Affirmative Action Employer.,Legal,01633004,ENGINEER (all other)
"All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability or veteran status, age or any other federally protected class.",Legal,01633004,ENGINEER (all other)
"Network Infrastructure Engineer Fort Meade , Maryland , USA Apply (https://careers.boozallen.com/jobs/JobDetailApply?jobId=78260&source=CWS-17380)",Description,R0169511,ENGINEER (all other)
+ Be you + Be Booz Allen (https://www.boozallen.com/careers.html),Marketing,R0169511,ENGINEER (all other)
+ Be empowered + Learn More,Marketing,R0169511,ENGINEER (all other)
"Job Description Location:Fort Meade, Maryland, USA Remote Work:Hybrid Job Number:R0169511",Description,R0169511,ENGINEER (all other)
We are pioneers.,Marketing,315502,ENGINEER (all other)
We were the first to break the sound barrier and to design the first functional jetpack.,Marketing,315502,ENGINEER (all other)
We were aboard NASA's first lunar mission and brought advanced tiltrotor systems to market.,Marketing,315502,ENGINEER (all other)
"Today, we are defining the future of on-demand mobility.",Marketing,315502,ENGINEER (all other)
"At Bell, we are proud to work for an iconic company with superb talent, rapidly creating novel and coveted vertical lift experiences.",Marketing,315502,ENGINEER (all other)
"The Drive System Analysis Engineer at Bell Helicopter is responsible for analysis activities related to preparation and release of engineering data for complex mechanical components including gears, bearings, shafts, housings and other supporting components as well as subsystem integration.",Description,315502,ENGINEER (all other)
"Furthermore, the Drive System Analysis Engineer supports the manufacturing, assembly and validation of these mechanical components.",Description,315502,ENGINEER (all other)
"Finally, the Drive System Analysis Engineer ensures compliance with all best practices, customer and industry specifications in support of air vehicle performance and safety requirements.",Description,315502,ENGINEER (all other)
"This position is located at Bell Helicopter's Ft. Worth, TX headquarters facility.",Description,315502,ENGINEER (all other)
"Create detail, assembly and installation drive system design definition utilizing FEM software and other various analytical tools.",Description,315502,ENGINEER (all other)
Support manufacturing and testing of drive system components and sub-systems interpreting technical data and assisting in product improvements.,Description,315502,ENGINEER (all other)
"Improve detail, assembly and installation drive system design definition utilizing FEM software and other various analytical tools.",Description,315502,ENGINEER (all other)
Participate in a cross functional team environment completing a variety of objectives depending on the program lifecycle assigned.,Description,315502,ENGINEER (all other)
"Advance the state-of-the-art drive system through creative thought, personal and team research, technical compliance and strong analysis skills.",Description,315502,ENGINEER (all other)
Bachelor's Degree in Mechanical or Aerospace Engineering is required.,Requirements,315502,ENGINEER (all other)
Other equivalent engineering disciplines will be considered with sufficient mechanical component experience.,Requirements,315502,ENGINEER (all other)
Master's Degree in the Engineering as described above is preferred.,Requirements,315502,ENGINEER (all other)
"Multiple levels will be considered for this position with a minimum of 5 years of mechanical engineering analysis experience in the following areas: Aerospace or Automotive environment, focused on mechanical components such as gears, bearings, shafting, etc.",Requirements,315502,ENGINEER (all other)
"Precision manufacturing focused on mechanical component manufacturing processes such as metal machining, heat treatments, and other specialized processes.",Requirements,315502,ENGINEER (all other)
"Proficiency with engineering design definition including 2D/3D modeling, requirement capture and specification development.",Requirements,315502,ENGINEER (all other)
"Utilization of ANSYS, Mathcad, Matlab, alternate FEM software (Abaqus, Patran/Nastran, etc.), AB Jones, KIMOS, AGMA related analysis tools, etc.",Requirements,315502,ENGINEER (all other)
Experience working with PLM software such as ENOVIA to drive product lifecycle.,Requirements,315502,ENGINEER (all other)
Must have working knowledge of GD&T requirements.,Requirements,315502,ENGINEER (all other)
"Proficiency with basic office computer software, specifically the Microsoft office suite (Word, Excel, PowerPoint, Outlook, etc.).",Requirements,315502,ENGINEER (all other)
Must have demonstrated ability to work in a team environment and ability to articulate technical data and concepts to a wide audience of individuals of different technical backgrounds.,Requirements,315502,ENGINEER (all other)
Must have demonstrated ability to organize and prioritize a variety of activities and tasks while dealing with change.,Requirements,315502,ENGINEER (all other)
Must have a strong analytical ability.,Requirements,315502,ENGINEER (all other)
Previous experience working on cross functional engineering programs is preferred.,Requirements,315502,ENGINEER (all other)
Textron Relocation Assistance policy is in effect / applies for this position for candidates who qualify.,Legal,315502,ENGINEER (all other)
"Our most cherished core value is to Lift Each Other up, creating a diverse and inclusive environment.",Marketing,315502,ENGINEER (all other)
"As a member of our global workforce, you will collaborate with dedicated, enthusiastic teams where differences in experiences, backgrounds, and ideas combined with a strong passion for our products take us above and beyond flight.",Marketing,315502,ENGINEER (all other)
"Textron is committed to providing Equal Opportunity in Employment, to all applicants and employees regardless of, race, color, religion, gender, age, national origin, military status, veteran status, handicap, physical or mental disability, sexual orientation, gender identity, genetic information or any other characteristic protected by law.",Legal,315502,ENGINEER (all other)
Job Engineering Primary Location US-Texas-Fort Worth Recruiting Company Bell Textron Inc.,Description,315502,ENGINEER (all other)
Schedule Full-time Job Level Individual Contributor Shift First Shift Req ID: 315502,Description,315502,ENGINEER (all other)
"At ExxonMobil, our vision is to lead in energy innovations that advance modern living and a net-zero future.",Marketing,73964-en_US,ENGINEER (all other)
"As one of the world's largest publicly traded energy and chemical companies, we are powered by a unique and diverse workforce fueled by the pride in what we do and what we stand for.",Marketing,73964-en_US,ENGINEER (all other)
"The success of our Upstream, Product Solutions and Low Carbon Solutions businesses is the result of the talent, curiosity and drive of our people.",Marketing,73964-en_US,ENGINEER (all other)
"They bring solutions every day to optimize our strategy in energy, chemicals, lubricants and lower-emissions technologies.",Marketing,73964-en_US,ENGINEER (all other)
We invite you to bring your ideas to ExxonMobil to help create sustainable solutions that improve quality of life and meet society's evolving needs.,Marketing,73964-en_US,ENGINEER (all other)
"ExxonMobil's state-of-the-art campus north of Houston serves as home to its Upstream, Product Solutions and Low Carbon Solutions businesses and their associated service groups.",Marketing,73964-en_US,ENGINEER (all other)
"The facility opened in 2014 and accommodates more than 10,000 employees and visitors.",Description,73964-en_US,ENGINEER (all other)
"By bringing many global functional groups together, the campus provides employees with the tools and capabilities needed today, and in the future, to achieve business objectives and accelerate the discovery of new resources, technologies and products.",Marketing,73964-en_US,ENGINEER (all other)
"It was designed to foster improved collaboration, creativity and innovation and enhance the company's ability to attract, develop and retain the top talent in the industry.",Marketing,73964-en_US,ENGINEER (all other)
"The campus is located in Spring, Texas, on 385 wooded acres immediately to the west of Interstate Highway 45 (I-45), at the intersection of I-45 and the Hardy Toll Road, approximately 25 miles from the cultural vibrancy of downtown Houston.",Description,73964-en_US,ENGINEER (all other)
The campus was constructed to the highest standards of energy efficiency and environmental stewardship.,Marketing,73964-en_US,ENGINEER (all other)
"Its design incorporates extensive research into best practices in building and workplace design through extensive benchmarking of the world's top academic, research, and corporate facilities.",Description,73964-en_US,ENGINEER (all other)
"Unconventional reservoir engineers are exposed to many facets of our unconventional oil resource, starting with acreage acquisition, through to planning for and executing development, development optimization, and production surveillance.",Description,73964-en_US,ENGINEER (all other)
Provide reservoir engineering technical support and expertise to its Conventional Oil & Gas development projects and production operations.,Description,73964-en_US,ENGINEER (all other)
Work with multi-discipline teams to support optimal asset development and operation.,Description,73964-en_US,ENGINEER (all other)
"Leverage fundamental reservoir engineering skills in reservoir description, surveillance, performance prediction, economics, development planning, opportunity generation and production optimization.",Description,73964-en_US,ENGINEER (all other)
Typically engineers are responsible for all operated / non-operated / industry work within an assigned work area.,Description,73964-en_US,ENGINEER (all other)
"The position is located at ExxonMobil campus in Spring, Texas.",Description,73964-en_US,ENGINEER (all other)
"Collaborate with integrated development team to optimize the plan for development which includes the generation of full life cycle volumes forecasts, securing funding for individual wells, forming appraisal schedules and optimizing development for midstream facility capacity.",Description,73964-en_US,ENGINEER (all other)
Review all new / existing well results and craft experimentation to illuminate opportunities to further drive economic improvements in wells / development plan.,Description,73964-en_US,ENGINEER (all other)
"Optimize drillwell execution plans (flowback, choke ramp schedule, data collection, etc.).",Description,73964-en_US,ENGINEER (all other)
"Document development plan, on a by well basis, as part of the annual reserves and resource assessment; communicate changes in expectations / data needs to broader development team.",Description,73964-en_US,ENGINEER (all other)
"Work closely with mergers, acquisitions & divestments financial modelers to establish transactional values, and facilitate the purchase and trading of acreage.",Description,73964-en_US,ENGINEER (all other)
"Bachelor's degree in Engineering required - preferably Petroleum, Chemical, or Mechanical.",Requirements,73964-en_US,ENGINEER (all other)
A minimum of 5 years of experience in Reservoir Engineering.,Requirements,73964-en_US,ENGINEER (all other)
Demonstrated work experience in unconventional developments.,Requirements,73964-en_US,ENGINEER (all other)
"Ability to complete decline curve analysis, develop drillwell locations, perform economic evaluations, and prepare area for reserve report review.",Requirements,73964-en_US,ENGINEER (all other)
"Proficiency in Aries, Excel, Word, RTA analysis, Spotfire and other industry software.",Requirements,73964-en_US,ENGINEER (all other)
Candidates should be self-motivated and focused on achieving business results while working in a multi-disciplinary team.,Requirements,73964-en_US,ENGINEER (all other)
"Demonstrated teamwork, communication and leadership skills are essential.",Requirements,73964-en_US,ENGINEER (all other)
Demonstrated work experience with performing acquisition evaluations.,Requirements,73964-en_US,ENGINEER (all other)
Data analytics.,Requirements,73964-en_US,ENGINEER (all other)
"Foundational reservoir engineering skills, such as competency in rock and fluid properties.",Requirements,73964-en_US,ENGINEER (all other)
Experience integrating advanced diagnostic and/or reservoir simulation work products into reservoir engineering analysis.,Requirements,73964-en_US,ENGINEER (all other)
